"0",""
"0","graph_violin <- function(df,name)"
"0","{"
"0","  violin = ggplot(df, aes(x=Survived, y=.fitted, group=Survived, fill=factor(Survived))) + "
"0","    geom_violin() +"
"0","    theme_bw() +"
"0","    guides(fill=FALSE) +"
"0","    labs(title='Violin plot', subtitle= name , y='predicted probability')"
"0","  return(violin)"
"0","  # mostramos ambos"
"0","}"
"0",""
"0","models <- models %>%"
"0","          mutate( violin = map2(pred_val,models,graph_violin))"
"0",""
"0","ggarrange( plotlist = models$violin, nrow=2,ncol = 2)"
