,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std,target,filename,type,apmlitude,ruido
0,-268.39767245627667,117.75567797670965,-13.264677729978295,14.52328702499096,-6.222825997190392,5.480025958260397,-11.29270861058896,6.631645246910831,2.522362030951421,9.518745522995866,-3.2804437723690865,10.177271013141523,0.0269158488449951,32.74205435480085,24.176275490471145,9.902783534391581,11.499383123408785,7.784671400353277,12.650405461052323,11.617559312438123,6.5913702915226375,8.569194457250443,2.906043155185029,4.022764743783121,5.763031855164839,0.018610109357552612,0.28499397349630606,0.3402141052747641,0.1906250912572388,0.3552625246123867,0.004523042284189568,0.09412286462770586,0.09650077393736478,0.0015984679421555872,0.1072202912138775,0.2529391250448978,0.17739906969869185,-0.1671599223716488,1.7891509522651805e-05,12.282734057131256,9.233946679636247,6.866254958566048,8.380797021328224,5.61335063213935,6.165318454954751,5.957078416056197,5.099086850652231,5.1019300485860075,2.5104986246018144,3.2039324490640975,4.047305799000861,0.00546847776555308,-0.004765645492572698,0.020954786410108284,0.2685895853588563,0.15605459795139037,0.11898936372908994,0.030373718653749413,0.08500754047473733,-0.009843800987806826,0.09856961940583031,0.016950343832320476,0.16623239368515622,-0.06065888948919456,-3.8885711027043205e-06,10.818298246071404,8.956095958962011,7.889660428709413,8.074712545814254,5.817592326246866,6.884197047165952,7.026284378137865,5.813585855115529,5.62605835494192,3.432804552693711,4.261804199665272,4.273203653601666,0.0033248425616271096,zero,/content/speechcommands/zero/d107dc42_nohash_0.wav,validation,0.33,Ruido_Camion.wav
1,-246.37407415182244,103.09379545729814,12.236959322138937,34.390808336084916,4.57250049471409,-1.6499435169422165,3.990784978896168,3.2219060351280437,-1.4150758536416448,2.232404920155707,-3.454889313944492,0.6475835464189432,0.11292919410334434,108.90955858143984,48.59747796247182,40.00992003970043,21.683510040469184,23.693286523822003,17.746296581019365,12.338135959035766,14.722038188447724,12.494703849604472,10.113008117768368,8.85560971597122,7.771489749623055,0.10220704837832366,0.9267882571998676,0.9449344312844131,0.8233411278206807,0.3788029082788375,0.42666214256561813,0.044828113837086694,0.23631972111839872,0.39432055933521587,0.17436089866286852,0.028788535541821033,0.011184249698302319,0.0424507199547528,0.0008080157060776987,30.977698163390407,21.575256108624718,18.138134893097103,12.302555598352134,13.107392688571018,8.968264108671155,5.821095897503067,7.3229950296938675,6.950474784488352,7.9160495471843255,6.283175218701636,5.501606090397946,0.03189467306375646,-0.654201129229601,0.1758462137579547,0.0792078856974039,0.25034551331420996,0.12071924166558178,0.033424828287008226,-0.1456599208709808,-0.25638316661226646,-0.17509069380279285,-0.26563029355773704,-0.2068542767795654,-0.07325788386312375,-5.3647284706433616e-05,25.19156369706856,21.81153926333043,15.34286379530779,12.265542934836443,13.364525659270509,11.03895635314982,7.576929636043011,6.691465595802623,7.936585661642824,8.754247151931125,7.690771206273543,6.33823442538249,0.026152686380665497,zero,/content/speechcommands/zero/56eb74ae_nohash_3.wav,validation,0.33,Ruido_Camion.wav
2,-333.14004825980663,93.07071646377972,16.499527620273966,20.515861312120293,21.379721591598212,5.7890187189603255,4.886992670133896,9.19435462712171,-10.056203352104047,9.975524468542687,-2.896775341107997,16.791917486082085,0.024309602071298286,65.09591163499206,30.354227968139,19.470896191484783,34.51995005998587,10.080129463113717,18.117707797120794,10.768918895904948,10.84525977771243,13.105768191757777,11.348708371183127,5.983896935302206,6.581799425252113,0.024403455265718955,-0.40082091393805747,0.7228141787425117,-0.46115585032123046,0.08416218349904576,-0.35429942787550156,0.636709119716418,0.1063235337179406,0.08507223054520945,0.20169373241768082,-0.3851284467452593,0.03513544965432523,-0.16353833313455546,-1.8004463204453068e-05,19.731151966284436,11.992357542263354,9.366693051852828,15.942324093586116,6.851494375551401,9.881994225071933,7.434280944066529,4.836251040620024,6.591397451882414,5.462506101049431,3.835822777163612,4.457924032742153,0.007746350750533558,-0.09326770561442382,-0.27724668909267436,0.08850209698173626,0.012330056219700106,-0.09775823582805324,-0.2014639525259369,-0.18014342083740584,-0.05486886153802413,-0.05952659380534694,-0.06260225605828218,0.0279057303338905,0.04682422336065836,-3.4385562563935916e-05,14.561871484168368,8.392219082542848,8.73562713433505,11.298278760621658,6.7489874806278625,9.332408803377005,7.5003604402209625,5.928788807566513,7.415385525041197,5.961912592536543,5.365602954376079,4.963986951648874,0.004893560112781202,zero,/content/speechcommands/zero/c90c0105_nohash_1.wav,validation,0.33,Ruido_Camion.wav
3,-303.328916293916,111.22635998124665,-16.87212265690335,26.890683152806837,11.333473112276314,4.580003568042835,-2.2157891168667296,2.9248903674109172,3.117712677891568,9.098273882946112,6.7775213521636335,0.08688485773421872,0.052451414536335506,112.53544899298308,43.87957449008622,40.1496094866996,20.006477108354513,12.806953978345682,19.432328212492866,14.352770133622249,9.221899194980722,5.616502448940723,8.068006467713932,8.451772186219056,10.78356491718712,0.055824662442478336,-0.06395760296412471,0.10342282368918128,0.24755313662041295,-0.02733008316674213,-0.39490390347147747,-0.4280512737754505,0.0024357975407638256,0.1916734885981796,0.31654744497363435,0.13829485264148053,-0.10167280257495512,-0.19134120561189985,4.7976992303325287e-05,34.598624922888774,18.64253883092342,15.17925484635159,13.709703055773028,8.329176054999909,10.651818443282357,7.467346264586544,6.262728462290941,4.225711138561059,5.818809080192497,6.139799424039363,6.528295294034755,0.017180636322084233,-0.4466787664547136,0.06142315084946167,0.12165307830955724,-0.21716631400399192,-0.4419827978561462,-0.29552941447053727,0.07587304636947655,-0.19088101941126734,-0.2825598693969274,-0.13835282168937177,-0.046065584824055664,-0.07578854252535834,-0.00019211838953197,28.35488597540783,16.029573477188052,10.543732157342353,14.816746723387736,8.72506730501499,12.050860440450991,10.376554645940395,7.5332217286669145,5.451324128030013,5.993810774299905,5.96888344768221,7.493095362650282,0.013876134742890544,zero,/content/speechcommands/zero/bdee441c_nohash_4.wav,validation,0.33,Ruido_Camion.wav
4,-320.21861795346075,71.55560493629578,23.226940483813337,28.816299360220228,20.928509289413853,11.845268251738533,2.3009707643277824,3.6882326429462333,-2.2375594278032516,4.327313847433927,1.8987511197982756,4.301943343760976,0.012506283994298428,42.41650705465567,27.003362390614427,14.498961344892242,15.023754961465771,9.232159211747497,4.49783312061325,7.3332860173276,11.40014660032043,7.188441125133529,6.133762032966416,8.354620930109759,6.910569870578881,0.005737432861118013,-0.47772478223321874,0.7097528369124259,0.28023835233742883,0.3539901768779847,0.22454330494774194,-0.20624001480075407,-0.12325914203444366,-0.03723435190123526,0.21846096716125252,0.19172080128595978,-0.03128496696238689,0.04460980754001493,1.411273654910826e-05,13.676428900860499,9.192016795636002,6.625726849146195,8.534772750771653,5.241888856229135,4.088845408043729,4.916610090510231,5.3115609335763265,4.2594107378072135,4.006263028883344,4.975044783158798,4.192840462672399,0.001939354678850009,-0.48421022025058086,-0.15445984706521354,0.0028623006059962817,0.09429450763142586,-0.14733288604129147,-0.27316864308702726,0.17880388808373499,0.010446567267492771,-0.11736499940354907,-0.03726635661815154,-0.015889109397074965,-0.11437471841851012,-1.3117057581742605e-06,9.797650015971987,7.878741514950073,5.917421825309183,7.500127672062113,6.460539213746095,5.515003364424816,5.315404825886883,6.534745240876641,5.426758578047731,5.104149469873742,6.26635862033739,4.346414583278726,0.001326891784558873,zero,/content/speechcommands/zero/989a2213_nohash_0.wav,validation,0.33,Ruido_Camion.wav
5,-226.38306565994054,126.00078742500109,-56.89749849663249,32.37538240144614,1.0765998170697841,0.03093216912523511,1.0273403877579006,-6.556547745108736,0.6928078660390624,0.7768358293619477,2.307007816474057,0.697901264225707,0.11460444390831981,104.19456121904472,36.80517319452786,46.42706082516524,31.942623649139037,20.568440564657966,8.849863218988412,15.12294453783595,17.00793369216947,15.019504728481985,9.822046718971244,9.971299446232276,7.046434737092556,0.11196292405656537,0.4926004172254768,0.3553889135316745,0.006869192104288447,-0.0211331597343668,0.05530376852121367,-0.2465803217023946,-0.16465023075309324,0.08406475014447716,0.18468469600894769,0.2210701122344823,0.05654280219857902,-0.06798807747694506,6.372280298702179e-05,25.21584749790532,16.944730555029473,17.038059281117718,16.89072994642581,10.659293463461172,6.209182832111767,7.857539478361229,7.776681712102714,8.483163656282757,5.702221702072735,5.187825148749234,4.498844736346448,0.029863879114164806,-0.7435155086174688,-0.4960203489839434,-0.0548509339241671,0.07438111777791186,0.4041484455250452,0.19557558142831377,-0.015403191000632787,0.061228533779922205,0.04096147874083116,-0.10917044099776257,-0.126323462164964,-0.04645629212091906,-0.00012829283562799295,17.344825485508377,13.170835412311883,12.067476391225085,13.92863418163327,11.210992699758023,7.800872299832422,8.213884145942473,8.392303143555973,9.041199504975824,7.266995619201683,5.4976312203583655,5.197172465845033,0.019317100873535067,zero,/content/speechcommands/zero/6d818f6c_nohash_0.wav,validation,0.33,Ruido_Camion.wav
6,-303.0627421913832,118.46114883402379,-19.902363508389314,10.784650615750216,16.407849457385904,-2.799054349783581,-5.131674322696668,5.186786214680013,-2.372379638475772,8.818617056229868,-12.02977936637214,9.044069714593665,0.03613732865778729,96.0216870749964,57.36170486130386,39.22958747949678,25.738735775874442,14.379786867711235,13.216492074351951,12.015460577984722,15.759149264053804,17.712299280905974,11.517439066835957,12.247150839219483,6.092778189894075,0.0330489524907695,0.23751114351519081,1.524905368959969,0.14641447198712074,-1.784139811508053,0.3013041802127124,0.6107221037970227,-0.10270361404696976,-0.6647333744244136,-0.15230471289053718,0.7089224339119035,0.11486247323613821,-0.4506993542812497,0.00011738295096062845,22.706858328741422,21.57157856626861,16.27761145886487,12.017218296761255,6.812029481076099,7.709736665193922,6.513514020874561,5.653546896281414,8.349562973519042,7.485395590706635,5.7249778236841244,5.43601534624094,0.011463803835772076,-0.540179533602901,-0.6345184320027047,0.02858465572555236,0.3439033038398922,0.017827227782789792,0.20867677089662245,0.21288915365324737,0.2043161871036548,0.025002077887814226,-0.01456913994331946,0.013668208536632968,0.01730317527109256,-6.08269435664018e-05,12.834010717740515,17.472369596406047,14.625212645111493,11.510748405550245,7.4783385267707185,8.028628584648661,7.756817880431733,5.765078653809007,9.054459549107133,9.010048905609043,6.027955471985292,7.087569916069065,0.008876766056723374,zero,/content/speechcommands/zero/8a5acefd_nohash_2.wav,validation,0.33,Ruido_Camion.wav
7,-321.34196141211356,100.30862974552758,-10.20469830715454,17.21122276586507,3.209998394792156,-14.848710947444648,-17.730181336918143,2.0326511930674402,5.279877471897976,-14.662199199309711,2.729415369033379,-0.5562540498681159,0.06598883661354193,134.7444293889372,46.27061850601784,54.094225169412354,33.414189381852594,20.285200716375517,19.32654950978407,17.534042739766196,11.20959259770148,21.21198611300694,10.605610508532962,8.429765140116613,10.248763197648753,0.061174634968399595,0.25067415537246746,1.0964159085418559,0.7677009745297227,-0.8049064235479239,-0.7755829761237113,-0.3854015494564501,-0.2582526866863061,0.17031693234643316,0.3164785665057823,0.3414924359250951,-0.33983619912162993,-0.6968714086321781,3.833729293077223e-06,30.607877469463716,18.99440265823196,15.857583396301404,14.372754201821454,8.855324895936512,8.670933727734807,6.921316911316975,7.03867274793029,9.45319300826248,5.792937841982814,6.0016532037621,6.250772730324445,0.015372387085480905,-0.5999629295634331,-0.9148342599051313,-0.2711291016526155,0.5301499258660249,0.06378431336059069,-0.3641607628098501,0.11081936980909392,0.3927731906073388,0.22902119652025246,0.13538144188353327,0.2330174072904169,0.2493098115472264,-3.263830052067836e-05,18.534749762665147,15.308417529195681,9.401677078164994,10.917841618172561,8.00977480439459,11.197983367098386,8.151817609916888,7.439460102510097,9.280424704371686,6.126710990179447,5.932751229928792,7.301939474240929,0.008563542589542318,zero,/content/speechcommands/zero/f84762e5_nohash_0.wav,validation,0.33,Ruido_Camion.wav
8,-311.09804328120737,128.09591224029973,0.6802579526873647,41.98629024020451,12.021810797737922,26.854585367869532,-4.717065467664993,5.211719105332264,2.815076908233756,7.441377816459321,-4.3647754635856035,13.310847977228757,0.04492682160343975,56.44685316710385,38.25614634296861,8.679334152058471,18.212597862844166,9.159713255376555,10.157232335576314,15.64732705630204,12.925945168998958,4.7523196401975145,9.656626249467411,8.188249309484531,6.708476183675846,0.024144011595615703,2.163646745815629,1.9837731416604265,0.10407465443299929,0.0013759222949878843,-0.29926515010448507,-0.2251019395303354,0.010742695899588236,0.22737804196306274,0.39034367735185904,-0.4278114413990955,-0.09715120115784812,0.2284508144445669,0.0008871352239962548,14.801222399610232,9.053538540959051,6.1972567616923,9.76841390712182,5.296863735046105,7.733263777020985,5.387872628077906,5.640599436918071,5.149394906457657,6.28975511377101,3.701665839146061,4.009823883804117,0.006664096734194566,-1.5160976266255621,-0.053095735641082345,0.2006542650695023,0.2770734210164214,0.4564026040167344,-0.1426038734935453,0.22931340949414072,0.6025874209830866,0.11488607882847753,0.33984612129451197,0.1416679616070927,-0.1839853151650957,-0.00024203564971685408,11.978766313027208,7.391154822822931,7.869178183782509,7.974742845361061,5.69177112549571,8.247357855880447,5.346921534099863,4.67693873347433,6.273784944713966,6.497148373104251,4.32676714682123,4.8224618035429785,0.005204867764886708,zero,/content/speechcommands/zero/b433332a_nohash_0.wav,validation,0.33,Ruido_Camion.wav
9,-346.63654564551473,125.82777936532644,-18.905321386483962,19.220469820486453,7.409159629711841,6.259427387688902,-8.556984586248898,-0.33500074773874206,-6.772591664697552,-0.6630415216813301,11.857948765272587,3.3295918588485143,0.04013975568523165,100.80702234385548,31.70727312321111,40.86440687773488,27.046119675773493,18.002614733603735,11.121426331775401,17.304896427049584,8.922453301521992,12.98606329104028,10.932271261495625,13.370447573492928,8.369427290838683,0.040185016033240824,-0.5528519604957993,-0.20745010063968042,-0.06726157322842542,0.21182113375588993,0.15097015735805264,0.06384983956044331,0.20666827913734104,0.1573050569361826,0.07223553108811007,-0.25725495909097446,-0.20597725457554625,-0.41228234870211006,-6.59985497834221e-06,32.96498833561891,14.97501458062995,13.360956152793369,12.098130947579318,9.214001408327565,5.394107408781631,8.610941731350513,4.316106690855945,7.377393468399495,5.872813567702064,7.005530349168765,5.593279374641317,0.01320815567111406,-0.34076132920919994,0.12628746571313013,0.08133439001931833,-0.10193577513067519,0.23101712651024264,-0.01625880723736494,-0.09557651215450669,0.1434280638803785,-0.10244739119383169,0.003865192429704652,0.12188494826126663,-0.1875343148881333,-3.2407231628894804e-06,24.202441290734857,13.059175059710562,10.419150457626657,10.769314516520184,9.210320507975508,6.194764031194568,8.716141856976062,5.039584027976937,8.002721441163386,7.670479613499624,9.793528960807562,6.321841398075623,0.009778448937768676,zero,/content/speechcommands/zero/e6db3894_nohash_0.wav,validation,0.33,Ruido_Camion.wav
