,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std,target,filename,type
0,218.66328873363875,-3.9815243876004915,-1.0139664320584363,-0.7175498340913831,0.6447748314607029,1.4103779774350682,-0.3452684752757026,-0.29173186224533343,-1.1167363039823623,-0.3259455209621821,0.3424067921496803,0.021658217332697266,0.9957172487893196,3.3347187606615907,2.848943111442218,3.4254620906520876,2.6412742460072463,2.4807748279166946,2.870061584975948,2.4821580031259263,2.613214668676787,2.4947760449842726,3.011519028755382,2.981616145868998,2.5535327484496584,0.01572733923478928,-0.40531424613884465,-0.15652499402176992,-0.062369601445117835,-0.1571086922579112,0.07802441978177815,0.17238777302847927,-0.06478187512681952,-0.2256808419372884,-0.14622240956101934,0.05949794114977688,0.11099656807865986,0.002608291669771175,-0.0015627657075979425,3.159821245870073,2.9907282377030624,2.655318211955869,2.5939404336121163,2.6558652082728273,3.152266942738098,2.6054111945800473,2.786492832044359,2.76500162041632,3.054182463091493,2.579422876586062,3.004021030737297,0.011576899071447036,-0.24680207302942753,-0.21054800898157228,-0.03038384852087622,0.13305409265818735,0.1630776817929587,0.05607542464691908,-0.0627074597108531,0.12301019048268445,-0.1936489666182035,-0.26359608108258076,-0.011705872469062168,0.11764116552619593,0.00011379725004668032,4.14625155204377,4.369059806326664,3.373830956079376,3.8399581517076706,4.429369160439167,4.3888087087101635,3.981316162393103,3.7932186890416326,3.7143970930774093,4.056553136213191,3.537010023963724,4.275411718359902,0.01543367476491225,zero,/content/speechcommands/zero/6c0f6493_nohash_2.wav,validation
1,219.33994393691705,-1.9541484814612866,1.5036733838243204,1.4221359200874049,0.19137107878594295,0.07121016728933766,0.03305895448867874,0.5024639529269854,-0.27619588120879257,-0.46682809934906316,-0.16986651432056568,-0.534683661678958,0.9994325514840952,3.322892465274216,4.612490503865727,4.114193792531657,3.0868325827442655,3.6843008269770454,3.3064552852533167,1.9270612726920477,2.283614289635277,2.83108681703252,2.501456630170099,2.8082183002110126,3.0125215154264957,0.019402320716400853,-0.1340443407086668,-0.06371783758319123,0.030664494130922534,0.16797624547434994,0.05282346303197651,0.2668127338979863,0.2221276486428527,-0.10618386549170707,-0.2214821540463355,-0.14908474578422273,0.060258488305395735,-0.053214874564530085,-0.0007132643314218543,2.379372372778508,2.8118319895516377,2.7386452940813575,2.5921700453525864,3.5255460937649707,2.8083951877616746,2.1750904428471367,2.160635107097361,2.605703440420534,2.3653605502449526,2.7974352344712123,2.6623143955525905,0.010791282362240837,-0.36728291107995686,-0.08239490913864221,0.1816871851965144,0.05059291860724675,-0.18908137687861734,-0.13923830536730808,-0.17350524708636855,-0.3544120477284257,-0.02021502974674334,-0.08586553063239645,-0.09470753807075336,-0.0958142356710872,-0.00033363996055422546,2.83980587822853,3.6462711442643503,3.5632331191037556,3.332271080665097,4.807891492459345,3.9097557311400912,3.088611095467546,2.567155901945309,3.3018987146669745,3.3714199938151195,4.100605938019012,3.6254664910031345,0.013859266298782624,zero,/content/speechcommands/zero/264f471d_nohash_1.wav,validation
2,219.84136311873476,-1.4128409085487903,0.27767935912441866,-0.8094399052570047,-0.8524940367418979,-0.5948333170229048,-1.016826624075699,1.133310206493877,0.10927939999044045,-0.9119308539283004,-1.2437087693343019,-0.5121530659429914,0.9958023412396367,2.057332045008154,2.7958380244234307,2.1004054103221743,2.484488588369488,3.0742904964864315,3.294554444021618,2.8140009938400548,3.4716183822020086,2.595190162760143,2.7054360757308427,3.0744546827707655,2.7910125828297057,0.013746235119794215,0.10799772652596527,-0.1508217275614457,-0.0605830592625194,0.0239253176517035,-0.010002720502212481,0.29050289034825627,0.34240531768583543,0.17780046383162573,-0.04727391385665121,0.008603788190633949,0.39619121280412123,0.3538754191767918,0.0004390971953999143,2.6271973977836236,2.570602453804119,2.0943647785218853,2.5521034998162144,3.272655436006397,3.4871638389512167,2.599725361349093,2.6065354361020607,2.4134573808334956,2.9449217198702624,2.2484375066710522,2.3502285662614697,0.008955608851074924,-0.30213824607642153,-0.24393942684540432,-0.04415859953966077,-0.13436178348462172,0.16055174810213202,0.18300259047052272,0.009280307789928062,0.01997556819068847,-0.09022366122953512,0.03301308475128268,-0.1919413388704608,0.03568384223607498,0.000625884348996782,4.03108644789314,3.6174722796713685,3.207133596634734,3.492365198554625,4.719715151740534,4.50916904896291,3.478338439390155,3.289152097472572,3.3322295075059305,4.208482116485849,2.7796286060104247,3.7586129315576966,0.014507568243557555,zero,/content/speechcommands/zero/ab00c4b2_nohash_3.wav,validation
3,219.6263319338198,-1.9093831109223927,1.3900860059316436,0.647489825956597,-0.4745603077178955,-0.2875108166451833,-0.8846547383296794,-0.25786532678573515,0.3880703893466223,0.15969528637175756,-0.2921642048297248,0.7075569182498743,1.0003527834218655,3.071238384606045,2.7960715609399207,3.0891397773621048,2.994144114720501,2.687603398887444,2.9267881725576954,3.1534494278705214,3.0000330350962545,2.6955548240164986,2.829259543003638,2.785616265545103,2.077151981692193,0.013412365167128472,0.12536872536105373,-0.07667573672086864,-0.14798223173381742,-0.23530871207778456,-0.28302765814819675,-0.04090955529232387,0.07177927810877352,0.2444732739683345,0.18500200639317946,0.16942459479662322,0.17097708846880655,-0.0334577266076817,-0.00020056460501671042,3.4164355077453057,2.8986329174776335,3.246322283135018,2.7076781679825115,2.7786968806702257,2.1632188100802705,3.078910427239083,3.203966848257069,2.639066982736348,2.7826561486586714,2.742096672705947,2.3754882965188973,0.012510629520478241,-0.4600448868781427,-0.21322123774274035,0.048398235581122405,0.034039934440033844,-0.02280052649616267,0.014974766597107976,0.06280892383044445,0.09831690988172744,0.061705590787394696,-0.16571535224378858,0.06745059318970238,0.046082026780034306,0.00027864607550849666,4.3011017570221375,4.157271620051926,4.897336958160292,3.842024186746221,3.630273887979236,3.005646393112867,4.677177130837875,4.504996362691252,4.019742788432325,4.181429452292344,3.8798618705788024,3.589216680368715,0.01719342218892198,zero,/content/speechcommands/zero/9db2bfe9_nohash_0.wav,validation
4,220.9621139318315,-3.2209171685275764,-0.5598748387901603,-0.7236895123513817,-0.9607429046648899,-1.366906574795003,0.40970162383984987,0.10050197298701274,-0.9794909187246238,-0.48006222274057203,-1.126403054334195,0.5814951524350594,1.0139366094496136,2.412158002819259,2.633180972421543,2.7910398977865243,2.308227144875013,2.8001616710162684,3.2355949070896592,2.658691729556285,2.4996817483096145,2.445430085540448,2.678791824089134,2.1208135346321786,2.2825510436252556,0.015194392704911724,0.021908237965072647,0.015119974177109086,0.0783367398655536,-0.04615458476053058,0.07808530101786364,-0.19563092026395737,-0.024014524261874965,-0.05955573896610714,0.18272046317178534,0.32836775254560724,0.18865745725857874,0.010051198077463408,0.00010989708266533522,2.4520046320888476,2.5570328919949543,3.2413621276696905,2.6242466552968673,2.6156333593466177,3.364398208934567,2.585798301488614,2.288922229101138,2.3617628645024373,2.205011530257466,1.9638396577903097,2.0709937527987585,0.010307875102637714,-0.4183333332086264,-0.2111714803723207,0.13345499144384454,0.008780708360977451,0.2506002184344523,0.47194583667710616,0.2362418036879234,0.20813804829342955,-0.04864038749670778,-0.09039089323246217,-0.00839277317667374,-0.1694788111252303,0.0006617307165019621,3.3671507724333405,2.998487577046486,4.925842179408588,4.1223058732561615,3.468547190653592,4.598210694661525,3.437688770207907,3.0888761369646685,3.2799934073516357,2.726094355196347,2.869745566247353,2.6175999747119287,0.014746500804766001,zero,/content/speechcommands/zero/b7a6f709_nohash_0.wav,validation
5,222.99180603355063,0.6918697183339013,1.867620278686408,0.9194512458309125,0.6619361691630042,-1.6906102638017244,-2.0154661642743856,-1.0772841885830244,-0.10967160193441149,0.1776178779066585,0.6787029855809179,1.4742942763703923,1.0411421796940188,5.411368179104315,5.947076100445147,4.079543178192391,2.8072129738254508,3.603189406397315,4.3529864200730275,4.943691054587434,3.9477738799986124,3.758894303195117,3.012261111687918,2.51862287630442,3.810015225687965,0.058851776074413525,0.25003548949596993,0.0353780352981338,-0.13533951393111554,-0.33157998408927347,0.03822140096556465,0.12910397061089243,-0.32765993436573226,-0.18115429852965384,-0.09482201592201604,-0.07251362497076942,-0.1922758373934238,-0.30833851122459033,0.0005493309303240796,3.617436755821856,2.829504082699641,3.2249238404495992,2.2580337392414087,2.6055775106473344,3.0347879812643734,3.2560611947033955,3.1039288199467285,2.7698541128200334,2.666487847409095,1.8389382778161905,2.7916105757123426,0.02375412408427247,-0.2706297559668703,-0.255808646217712,-0.148224253885656,-0.09513297938071559,-0.11499918468254136,-0.19364449076488707,-0.12785415611687118,0.26791072965206275,0.14297327954334438,-0.019801381698405566,0.07424551127944372,0.15701571135230288,-6.599937552692984e-05,5.033730202435794,3.3334623134902888,4.239680945136192,2.9401156310076835,3.8901139865512566,4.170414312705059,4.314734434230501,4.206871052406165,4.088315687056751,3.6692939591729723,2.233990296631337,3.39700082751449,0.02439487180992673,zero,/content/speechcommands/zero/ab7b5acd_nohash_0.wav,validation
6,220.55872633903556,-1.3758304173365106,0.38077338559490154,-0.2752450902385766,-0.5243868011295808,-0.907082021505104,-0.5720722188626858,0.43217058224414956,-0.5035738798976247,-1.1851717965402453,0.10541756693315119,0.35028968399648924,1.002341355930332,3.532988110212085,3.436511593374613,2.9287863534558287,4.077869052757849,3.362507431425532,2.6532535578412584,2.111269784823005,2.448187718328914,2.53464372136573,2.6707026486747174,2.1856736447249547,2.6852870099612804,0.01715654822859119,0.1756390318783749,0.12428101602247706,0.12133706398155564,0.1293783799001772,0.0782991821516297,0.18897181273603078,0.2328872518971192,0.17092308552109595,-0.019621614049114267,-0.03053790655806923,-0.1359664117180532,-0.1910514509096732,0.0009980712400706605,2.822300215951918,2.777037747522118,2.8642287763695196,3.108381218895262,2.494494883848844,2.622783504487986,2.6849776992986807,2.213615669814958,2.2064058982609245,3.0774574466624065,2.621799611795908,2.6824570083000596,0.011030355994160367,-0.27706150868885593,-0.11276315278385954,-0.0410376044443782,-0.2234085581767665,-0.13414598471910785,-0.13891505949127464,-0.03524888739208654,-0.07376643011653773,0.004922249034391187,0.1662025151493988,0.19384364340464547,0.013075599477110641,-0.001254347698611691,3.430012657772748,3.801651889353002,4.0739216616547465,4.483454664778369,3.3870805364935728,3.8002591564340253,4.228196505364785,3.254845992841605,3.268390385230905,4.942627680488231,3.924361640111137,3.770154149431623,0.01246039650575367,zero,/content/speechcommands/zero/ad63d93c_nohash_2.wav,validation
7,219.00595183499826,-2.994659170379332,2.0190456455604435,0.8574830897247314,-0.761937809838697,-1.0825772975778518,-1.3751182481923938,-1.098810381748384,0.5626200555678237,0.6087236086903844,-0.3263638645086447,-1.3488604877412071,1.0009717827763445,2.593904044865036,3.325806788378334,1.8653803871848682,2.1783745856686827,3.218872826636782,3.108009894116301,2.3049382527280105,2.564348986579296,2.6102585276816224,3.3757579507900064,2.9167707916188186,3.288890112085144,0.015762865081733145,0.07216523311119581,-0.24509572432421284,-0.03203895223128189,0.060182532786991656,0.2053014144189692,0.04018047053202824,-0.040966262634066476,0.14268507685351148,0.03307537564326527,-0.45375185706538906,-0.3725004374318321,-0.04784067301916642,0.0017592039618230992,2.8301239503824323,2.9267890455022116,1.9649537464459352,2.2210537466946647,3.2501282648527057,2.932814074618373,2.5108137267349693,2.279234278623312,2.211056996767546,2.6159184671210816,2.2907931745793264,2.7440300334362804,0.011131377638164932,-0.33612153241961856,-0.3398864896654671,0.04379258546465241,0.04756222510727541,-0.06762508430155527,-0.0030590271712107155,-0.036888402432392046,-0.059525641495095545,0.07351470761611203,-0.01864818758459223,0.17979740897355437,0.37609318578821915,-0.0013728471795587892,3.8583720799803287,3.653170898353233,2.8703284471059516,3.2745783970079403,4.460380431828473,4.106678198136205,3.714404039608789,3.2790658490971607,3.0682571756012176,3.335005757174854,3.104184598381949,3.713407580527746,0.013463165128878093,zero,/content/speechcommands/zero/66774579_nohash_0.wav,validation
8,218.62172662279653,-2.8919889784339152,1.4363458396411857,0.7582921642037199,-0.005145419568618748,-0.5771224225875601,-0.13055540992127426,-0.13574491643984055,0.5205654248913277,-0.49244385276142405,-0.5630457640795267,0.166310668219474,0.9971209281795169,2.8166678290151967,3.6963699127658582,2.5117023477711258,2.9387102250316013,2.538823598216305,2.071078907055345,1.9759101495284381,2.749226443905208,2.8572704785054834,3.4771508558232664,2.7870054417373042,2.7856628474703915,0.014918510683541367,0.15361203027420023,0.14125974431759186,0.03868731340401013,-0.1346535772324337,-0.023464658844602467,0.02742284205881886,0.2738006220021441,0.18317864068979278,0.23041476570851088,0.14707190936162312,-0.018528886651775447,-0.059862414721788014,-0.00028236268663643784,3.1510189338147954,3.2546027638209063,3.2365437723955717,2.6822480916074407,2.465064850182217,2.129913013032364,2.133246289094414,3.270958244412398,2.499608548345359,3.4141229845643584,2.7997252400425197,2.246946343007694,0.01029458180066586,-0.4851246016806859,-0.12128567174208611,-0.11445558881972905,-0.027277561109767343,0.12825516004928855,-0.04115984889035918,0.020661244629659146,0.09006182527219748,0.14080720923057846,0.039863445765219684,0.11380103012222888,0.0768041246795575,0.0007657507662100308,4.083771473270739,4.574539022456226,4.937110843862184,3.8668622935660846,3.4446694233134307,3.193293418649846,3.0744022968026425,4.987905273005259,3.4925929705975607,4.5699237353978654,3.589684064420746,3.229564373899694,0.013501859410594935,zero,/content/speechcommands/zero/3aa6f4e2_nohash_1.wav,validation
9,218.1352682875832,-3.8397238013130606,0.8938840108238704,0.31837143596887457,0.06703960148303112,0.29086630612679076,0.23571210052206426,0.2155488550856489,0.6651926814246423,0.8898573787838953,0.3735007213360331,-0.22462527869595086,0.9921963515472254,2.7652699407946595,2.745745949567551,2.217233177687393,2.2378443408834237,2.732358076867869,2.3016238635437913,3.144468407785599,2.693192728387909,2.11836540015704,2.955422378989658,1.874716171625412,2.7378861813930753,0.018279821756149513,0.08168840739172047,0.32013642745786736,0.2932175994417847,0.1624764255984372,0.07762063154037392,-0.1853096518762982,-0.052168017770355,0.009139637728041938,-0.026491027836980277,0.08591907750170319,0.01320542212674002,0.17386882686256783,-0.0014371169349660256,3.2225004270998365,2.60898557648294,2.6968874802548184,2.8553413524120255,2.8467885733382468,2.6535274445346015,3.2684837905800137,2.8189417587487635,2.3580058046529646,2.8298888379261626,1.902963880351877,2.989058374041929,0.00892832999952997,-0.5177262748045611,-0.3420150872400108,-0.1366178087351047,-0.11076838937567628,0.18947275812993497,-0.03243899834143269,-0.13294592249174578,0.07377648733278758,0.17970737932941636,0.17923684969971024,0.11942505929414461,0.10169371756277386,0.0008374149909522861,4.471560334542695,3.5757639387069378,4.1806131067512,4.1994900105073905,3.893544764529451,3.8418523312720967,4.846058597350778,3.767823476395849,3.2757615580991164,3.891886898598756,2.9540103457504894,4.391248393253645,0.011099030814007675,zero,/content/speechcommands/zero/b7016c27_nohash_1.wav,validation
