,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std,target,filename,type,amplitude,ruido
0,-166.63233117272677,107.42566875369133,6.6000161298342945,34.67574692087146,13.286793946917378,10.285486846896553,5.240575514288791,13.719191411242008,8.361016555535592,6.176390028041378,6.204473677435881,9.766625062556948,0.07817291817627847,15.591780026352708,8.398281659035748,7.680368524717941,7.49629475546514,5.051283389124537,5.498519921302379,4.917390374573127,6.839890393051503,8.28003582992706,4.626375411950675,4.3774877920232935,4.4881981300117735,0.0122099568895468,1.1904893893574524,-0.14816907834098136,-0.3263600132675663,-0.3954306854776056,0.006225925961371539,0.24718946698601393,-0.14484793946679356,-0.06985233139852645,0.36533827635032234,0.06034411984384503,-0.17009507892046863,-0.0894896557808593,-0.00013814698303899457,6.148162691734769,6.9704964082259515,4.101948027071833,3.7152622805584983,4.369316518026859,4.814231567583985,4.69890346234285,4.951022277657971,4.944732414454802,4.449396120785775,4.46832713709584,3.5709356731795427,0.007011435671868329,-0.34361163012320145,-0.1468008986296733,-0.0931429961061343,-0.21130903607111254,-0.20941075668984824,0.1613242852315243,-0.03699366704818938,-0.24989482127723203,0.12350970942894127,0.2576579588369295,-0.11111499836210402,-0.24520725823036144,3.829350074132284e-05,6.593350483066735,8.561571468430069,4.834618835439709,4.534133584398694,4.813682668160545,6.215341428893803,6.0988690809824115,5.613822336613088,4.507984982778886,5.911203185937264,6.664836914561694,4.734989321965939,0.008176024837167135,zero,/content/speechcommands/zero/6c0f6493_nohash_4.wav,validation,10.0,Shopping.wav
1,-208.07776191016788,114.52875534205624,8.677460651515544,25.52729330648587,11.36095044253717,11.389545518139414,6.380302191650566,8.197377076597784,5.550775188064109,9.676381542604446,5.225886634699651,5.699490650670305,0.06105495257569211,13.195560021234627,12.768409937596893,6.01189638177852,8.785234271226138,6.128226593921424,7.066685237654617,5.326222968228327,6.270458429816075,5.030052154304159,4.203201853435445,4.79449360708038,4.355714962684841,0.015414471923062362,-0.38400048171606865,0.6922592494272389,-0.24482576246214524,-0.6868701631517695,0.3521425265693684,-0.18020021438155867,-0.2566906868614454,0.2094905014663062,-0.051501207886848956,0.5339069496850791,0.25479281841070445,0.3548850898358839,-0.0005822580445695807,5.946239389065097,7.865388552014813,4.6383133941123855,5.728033474722398,4.019804086723847,5.2523077079473035,3.717460392784162,4.184392125330526,3.9544098912111343,3.6001077085660764,3.9890339212695434,3.231500390963473,0.0067044867459724695,0.49258390295292886,-0.5682345045004803,0.07315967322802451,-0.0846965536233886,0.05370994501884496,0.3849148439681244,0.04974962648182384,-0.1069659933517251,0.35644187869539307,0.08287941745460436,0.016940375138563484,0.1334937394872678,5.924185881247887e-05,6.072561672243768,8.404676137339177,5.750425123431233,6.116206811834836,5.143176761172888,5.980969121532383,4.650449512902703,5.48342436446843,4.7379536748389475,4.813012179115544,4.761487537332268,4.0765345124979016,0.006711160444828551,zero,/content/speechcommands/zero/44bc77f7_nohash_0.wav,validation,10.0,Shopping.wav
2,-148.3714858144532,100.93475648756669,-2.6383941237765685,31.36670723852623,3.701641755274221,6.775756013278637,-0.3708958431897198,13.58139520043624,12.902068607643645,-1.860322680619314,7.978784689070444,5.7467617904096056,0.09387366799637675,37.090096509668534,11.927963921992243,21.791289821389242,12.072824547299179,8.121710188169665,7.965998138588057,9.72794084495224,8.018631836395533,6.7144229033119345,11.704665500728929,7.743486856392559,6.528291483734263,0.018875452116466417,0.7169836558708611,0.5310376191148783,0.2685215828223596,-0.05579071938391869,-0.35660123306101926,0.08782426977608916,-0.47810963460821765,-0.027036151357966685,-0.06704607834815934,0.2680451688048507,0.3731401130101959,0.08505317902499618,0.00042821298683843305,10.400567128035435,6.785631198110905,7.437063081896438,6.782514999756784,5.0507206284340285,4.320062957950342,5.30131756107146,4.26132744831068,3.8913559381742933,5.980604123890453,4.2451456865341335,3.8292691897774382,0.010121049902468782,-0.5079809088420205,-0.10034011400941314,-0.19910198509765492,-0.2163754252884336,0.1583817674777334,0.07438486785085209,-0.15585353009217465,0.17259532379141665,-0.1400972876852845,-0.06628903951131122,-0.06662421836085078,0.048226511207215446,0.0006203015645345052,8.644107757676887,8.011810706369893,5.692508551370404,7.760284461874552,6.140572279024748,5.534005698621083,6.785779958461016,5.155249370205835,4.511265183160971,6.625864478972168,5.167609173278978,4.141740621456412,0.01101916371896313,zero,/content/speechcommands/zero/d57febf0_nohash_0.wav,validation,10.0,Shopping.wav
3,-186.2492357087814,103.35359400385242,20.510432793624993,24.14272287549558,14.782150823755906,8.21823553763823,0.5375845012682771,12.956205161000256,1.5964745294935003,14.728925636951853,3.1089078748760928,6.85207688858895,0.0778865508036688,21.132512988337783,26.7667745117859,20.84788013402612,12.315604789637856,7.952751561195396,7.198248988853258,11.504715720955572,14.915051043778945,10.304739541253344,9.474232642838777,7.808737114126379,4.99526047890589,0.01515153842753629,-0.6857642368286592,0.26590408244808367,0.0754255992902301,0.5645156830679546,0.5337154395211635,0.3070714864914372,0.33320548644655784,-0.17275786107337604,-0.03234326792524865,-0.17724087560618526,0.16777254002647596,0.1534736578092294,0.00047618330967041754,11.371821489814684,12.693621580418672,10.849611028205285,7.673229147046681,5.99663493111472,5.523461837709286,6.78224329952951,7.006735168838963,5.5425665357738225,6.93698846774454,4.305657291514375,4.503619264573876,0.007319541956717669,-0.546238336234479,0.13249302055693163,0.3366933877898694,-0.17141020475017874,-0.07294556000028844,0.03258446771976272,-0.21465178974500235,0.011874612949762902,0.19555183825860029,-0.00024482595633257276,0.08795059577309795,-0.1533009077986306,3.410341838995616e-05,12.247099803493095,12.078072718441,11.27616329271469,7.725419637857724,6.184977654376479,6.981188882138853,8.684266254165204,7.945048747574219,6.076755308792387,7.642885990274089,5.676822495901434,6.052553147180583,0.008615334154455647,zero,/content/speechcommands/zero/fa7895de_nohash_1.wav,validation,10.0,Shopping.wav
4,-145.59587403443658,97.03018052330613,2.1405596617657245,21.160037889794072,4.177793974752324,7.817385282554382,-5.916027222614892,9.208630600924893,0.5454846997124752,1.82609290493876,5.7768847757716575,8.250324228693364,0.0669081654632464,31.94749092893116,28.338913619271118,24.80898370000216,19.921726187594302,13.742620812277776,9.187243617533868,12.78102492654768,9.482007723996773,9.349456658527707,8.717452247802676,7.652832241917145,6.981426824134576,0.014494567977786265,0.593110886209861,0.4047691861967946,0.18707991214160088,-0.3013646076781041,-0.22923002628911668,-0.19536903922790474,-0.335738643592984,-0.20442904540136356,0.06290644353193227,0.36131873941582476,0.2974515399951929,-0.2563336870788582,0.0001243863615297502,15.105810967671514,12.613056380862147,11.279855275112823,10.88696327133335,9.415957235760267,6.970199074824683,8.019117978680772,6.524851097021925,5.109046291955616,6.3335343903243695,5.189959194125569,5.703940512279681,0.004753155334413456,-1.3393248869457883,-0.004355519688104437,-0.5098208436560097,-0.4058943010028838,0.032145424180010804,0.03258327135137507,0.5548649269779873,0.24648110853435143,0.13722962962138743,0.31677788539725227,-0.12893002513105292,-0.037345015976803175,-0.00015805972119172415,14.798464501750734,10.415021816151212,11.089919329108696,10.089760612750881,10.796616170292149,9.03086305738505,8.483964592649079,7.4553420003604485,5.412035187446121,6.776534757822789,6.037293888612282,6.59561083262469,0.00554444636659758,zero,/content/speechcommands/zero/258f4559_nohash_2.wav,validation,10.0,Shopping.wav
5,-90.04695052809674,110.36041603370228,-19.292910701035247,9.68960152861797,-13.14283823341021,6.359088457596768,-2.6543811928996925,7.440259084143635,1.815291852385608,4.8495824787180455,2.2124908682180857,2.2691903982847004,0.20799838623497635,81.26107735179262,22.015977251084728,27.71148346298102,25.314884211725555,13.750376040294045,5.733147805961169,8.646123895666097,6.345721998476634,15.791360421255698,10.63661593689941,8.371655757604435,9.129754277246755,0.18866629169463783,-0.8927508767292477,-0.6009466122828477,1.0102386657420261,1.4026133206094509,-0.9914165961715191,-0.003007494849715473,0.7264283491577754,0.1085721754338412,0.21086674017037707,0.4409431908807397,0.04988980261754921,-0.6341570492506305,-0.0002896144024787411,30.701579067135125,12.57210345252041,12.358006485009744,10.17630376713181,8.576817248625947,5.579575636678915,5.722122455405914,5.233477466006562,8.871489150475323,5.4046553207767385,8.026912509468561,6.712327701904074,0.057447387283725886,-0.04724326004760779,-0.36479527619172625,0.021753560454303263,0.14644967112823573,0.11554043197582811,0.023514251578078908,-0.4399200652777923,0.16637281858855155,-0.07041124851331881,-0.13802837236433804,-0.08880120794431552,0.12984841332608266,0.0001415522148211797,26.103897305194053,14.127868981573512,12.984710616791084,10.16520692439653,9.31320606532082,7.989895781961287,6.431604456017523,6.47680023253856,8.960780752104688,5.722641355200938,9.675824237794622,9.000413808234804,0.03498473631688954,zero,/content/speechcommands/zero/19b05529_nohash_0.wav,validation,10.0,Shopping.wav
6,-91.84838317485088,101.10013816919482,-9.51022752316994,30.057809119752168,-8.577433237775185,9.984295875009707,-5.043667278335522,4.189123234648563,4.950340390792181,0.36148431765095995,4.088033012882147,0.4691885920114904,0.18583540834726825,47.42704275887698,21.434711706250567,25.9758681478944,19.08114990639188,11.201677181725891,18.35497177227778,12.59613641407694,8.469722862652214,11.383839412586012,8.621817707681831,7.916319578688883,6.095061929215048,0.11679333184156082,4.324415434847892,-0.9948021085184574,-1.4638753702809182,-0.4721416488546254,-1.3148303668766728,1.769641371523665,-0.6570440667027456,-0.1361513299135704,0.5450420861640511,-0.22774513656729084,0.35444257048998884,-0.25231465189233465,0.003201172749201457,21.2659188096385,11.207088793282049,14.366834359692673,10.076461511888754,7.213793482138593,8.296726287418238,7.106800070004902,5.648716706152392,6.970064429596994,5.515192752206044,5.2377107277270305,4.083520971161011,0.038734085960421126,-0.9187925209042255,-0.3652256712723625,0.005564478438985825,-0.09467330014049029,0.30386428651294856,0.08217430968666994,0.18967633872520295,0.22000497674235994,-0.4723104051466526,-0.3902700499808662,0.04910518375030375,-0.10244805872582123,1.6288510684309335e-06,16.929525645880357,11.467933410027504,11.542448022830847,9.370422846847465,7.552775226101201,9.966566418178763,7.973911291558637,6.303980016878338,8.462916101016653,6.006649977842004,6.443388990147121,5.391704418881674,0.022017312003350612,zero,/content/speechcommands/zero/3bdf05d3_nohash_0.wav,validation,10.0,Shopping.wav
7,-155.84036147172688,105.12503649248046,15.882643150265803,30.91245883967811,17.94509855140449,8.013009587997601,7.674832198693713,4.500105273344962,3.564576549183734,-1.11538314237842,-4.7048208418999,-0.027582735680540205,0.11587281210813671,35.473519430528505,27.916066472264156,20.187094265408234,25.59386048426744,8.921288350502426,10.611365435680863,8.985612236437,9.946374768052944,7.271763528023286,9.619959275618115,11.227464664786863,5.584425202685762,0.054099917388525494,0.5322615316710236,-0.3628613760070983,0.11725308841103894,0.20312529792289308,0.40989007944807315,0.23473501682265568,0.4506464552944762,0.265120917604654,0.19467851465995906,-0.16316278813313248,0.1061334987930361,-0.362061935494763,0.0018504270382465856,14.040965835075676,15.389879393673443,12.30281559642885,11.655222793972989,6.83451888703899,6.004564508136357,6.884237681811262,5.6820913627667125,4.443818914212524,4.721490423431324,4.841742110960917,3.765381456084371,0.017235486718982337,-1.1155875973871086,1.1013061601689467,-0.21780827979471043,0.37984474783739536,-0.2625782913567806,-0.123909582073164,-0.23345199538359138,0.25099686616880146,-0.09714778581469592,0.13119631534341156,-0.037883431027499505,-0.13159768476083927,0.00019535434742768605,15.30994209262857,14.835184736136108,10.143635232282355,9.69151707519462,7.245806871941615,5.8560339874040395,8.444309926167994,6.043828613673264,4.643134189452053,6.408343415809209,5.643593671943856,4.7657909527236,0.011483436982140419,zero,/content/speechcommands/zero/ad63d93c_nohash_1.wav,validation,10.0,Shopping.wav
8,-206.85759036288374,112.90775727527742,8.480024853140813,24.54381630391049,8.787368627586496,9.70000090149066,-0.36603638089262336,5.112730789288078,10.268189422952181,9.20944349359372,5.87509823781205,8.521727930527241,0.06514622957911342,15.77740378248943,10.064121591992945,8.406331435382372,10.471143981208527,5.286067575269988,5.731992300963623,6.03568578697513,7.043936536731275,5.9738191143041295,3.9461165124641355,5.061962627402936,4.82746043985651,0.012647259887253137,0.45579308459367907,0.12351257450620412,0.08728910214156643,-0.46136314879770446,-0.26625242127679466,-0.1672491763867038,-0.16008281883639874,-0.31611409706378685,-0.12591489854018087,0.2064395382433195,-0.10290740623948305,-0.40120161469842003,-0.001228596894971786,7.578929682637787,5.287223980292737,6.886805962472742,7.482322183347816,4.933606205764262,4.036237261343436,4.954197952462819,3.3994669047746036,4.316419756857592,3.6047398824124195,3.50315361669717,3.8026864161280196,0.007457479307613912,-0.3299426158795569,-0.09329294792839278,0.05767800724602517,-0.1093740327900066,-0.04347029176899723,-0.2713976758872596,0.13565164301397742,-0.016441173203619746,0.10077269073586519,0.15896326465483307,-0.06492006392065092,0.010958929672222532,0.0002547048032283783,8.132594539175939,6.430604303169861,7.427491223357442,7.715765144198743,6.13524556758037,5.7244586313893135,6.635683985564837,4.646150870389158,4.932164179554533,4.586883510797861,3.7795315764531945,5.14050412154889,0.009025178393422541,zero,/content/speechcommands/zero/1942abd7_nohash_0.wav,validation,10.0,Shopping.wav
9,-152.3515767405944,113.87277576281723,-3.640132063816089,23.249526966139122,11.844815888041854,11.840540205458758,6.8399794500977364,10.90073822635907,1.8534913079024653,10.407094162346596,9.313565763492416,7.84060204457575,0.2593995612114668,79.04291830127393,19.666102604127666,28.848088219326343,12.40140987301599,12.091266842128796,7.839268285346101,8.530059151302263,10.01337452241728,6.571045833012624,6.252690548597985,4.796825074297338,7.725754724087816,0.1488378781993283,0.2814301237417134,-0.7757014124861437,-0.29670097524743194,-0.2893120056288646,-0.07888515361634871,0.4035144346617313,0.2944350177752369,0.38633084142423785,-0.1955905710529722,0.29626206113093007,0.19876580377961564,-0.5540986494644616,0.001972375617873284,26.363584090647873,12.604135133020728,12.811170666695979,7.297049671016066,5.990878035496982,5.6355852186391475,5.041055087703825,5.034501474739176,4.248665556038548,4.232603710121373,3.4313167633549613,5.333229953951446,0.053047176728597566,-0.47560630955657807,-0.16001845163556727,-0.1891144886327245,-0.32949817824442745,-0.2545933543368765,-0.16713750108761455,-0.08457451439289017,0.27292065983113906,0.3200910106472449,0.1274409724219601,0.08526577090721936,0.35843972394956275,-0.0009586627284685771,22.146422997269763,11.021996689746432,13.391593744575486,8.484676045927017,6.807701008331671,6.455094411359069,6.066067696599542,6.42110754964153,5.535168861109229,5.569742530755551,4.718326320693854,6.823235005084885,0.041198506737637745,zero,/content/speechcommands/zero/c842b5e4_nohash_0.wav,validation,10.0,Shopping.wav
